text,label
pork ribs corkys original barbq sauce water tomato paste high fructose corn syrup molasses distilled vinegar brown sugar salt worcestershire sauce distilled vinegar molasses corn syrup water salt caramel color garlic powder sugar spices tamarind natural flavors cayenne peppers natural smoke flavor dehydrated onions soybean oil dextrose dehydrated garlic spice and spice extractives xanthan gum sodium benzoate preservative guar gum ascorbic acid,haram
ham cured with water salt dextrose corn syrup vinegar dehydrated pork stock contains natural flavors sodium phosphates sodium nitrite flour tortilla bleached wheat flour water shortening interesterified soybean oil with distilled mono glycerides added rice flour the following less than wheat protein sea salt enzymes cmc gum xanthan gum calcium sulfate baking powder sodium acid pyrophosphate sodium bicarbonate corn starch monocalcium phosphate preservative blend calcium propionate potassium sorbate and citric acid sugar cellulose gum yeast natural butter flavor dough conditioner sodium metabisulfite leaf lettuce cream cheese pasteurized milk and cream cheese culture salt stabilizers carob bean and or xanthan and or guar gum cheddar cheese pasteurized milk cheese culture salt enzymes and annatto vegetable color red pepper carrots,haram
pork mechanically separated chicken water salt contains or less of spices sugar sodium phosphates smoke flavoring sodium erythorbate sodium nitrite,haram
parmigiano reggiano cheese partskimmed raw cows milk salt rennet pepperoni pork sea salt contains less than of the following turbinado sugar natural flavoring wine garlic sweet paprika lactic acid starter culture castelvetrano olives olives pitted water salt citric acid ascorbic acid lactic acid,haram
red potatoes sour cream pasteurized cultured cream enzymes mayonnaise soybean oil water egg yolks vinegar salt sharp cheddar cheese pasteurized milk cheese cultures salt enzymes annatto extract color natamycin preservative water green onion uncured bacon no nitrate or nitrite added except for those found naturally occurring in celery juice pork water salt turbinado sugar seasoning cultured celery juice powder sea salt modified corn starch salt vinegar natural bacon flavor natural flavor milk corn syrup solids salt yeast extract natural smoke flavoring soybean oil sodium benzoate preservative potassium sorbate preservative black pepper xanthan gum annatto extract color,haram
hard boiled egg hard boiled egg citric acid potassium sorbate and sodium benzoate preservatives genoa salami pork sea salt less than of turbinado sugar spices natural flavoring organic wine starter culture provolone cheese pasteurized milk cheese cultures salt enzymes almonds,haram
pork water salt corn syrup solids spices spice extractives bha bht propyl gallate citric acid,haram
garlic bread enriched wheat flour water yeast vegetable oil canola or soybean salt wheat gluten garlic garlic powder calcium propionate garlic flavor canola oil natural garlic oil bha bht fumaric acid lactic acid salami pork beef salt dextrose lactic acid starter culture spices sodium ascorbate sodium nitrite garlic powder bha bht citric acid pepperoni pork beef salt contains or less of corn syrup dextrose flavorings lactic acid starter culture oleoresin of paprika paprika sodium erythorbate sodium nitrite spices honey ham cured with water honey sugar salt sodium phosphate sodium erythorbate sodium nitrite provolone cheese pasteurized milk cheese culture salt enzymes green leaf lettuce,haram
gravy water modified corn starch wheat flour salt maltodextrin monosodium glutamate beef fat chicken fat corn syrup solids sugar caramel color pork stock onion powder natural flavors including extractives of celery seed spices rice bran oil not more than silicon dioxide added to prevent caking buttermilk biscuit enriched bleached wheat flour wheat flour malted barley flour niacin ferrous sulfate thiamine mononitrate riboflavin folic acid water palm oil buttermilk baking powder sodium acid pyrophosphate sodium bicarbonate corn starch monocalcium phosphate dextrose shorting flakes palm oil soy lecithin natural butter flavor beta carotene contains or less of the following salt vital wheat gluten fumaric acid hydrogenated soybean oil guar gum potassium sorbate seasoned pulled pork pork paprika salt garlic powder black pepper,haram
pork water salt paprika dextrose nonfat dry milk garlic lactic acid starter culture oleoresin paprika spice sodium ascorbate vegetable oil corn oil glyceryl monooleate propylene glycol bht tbh tbhq citric acid sodium nitrite collagen casing,haram
lavash bread enriched unbleached wheat flour wheat flour malted barley flour niacin iron thiamin monnitrate riboflavin folic acid filtered water canola oil sea salt cultured wheat oat fiber sugar baking powder sodium acid pyrophosphate potato starch sodium bicarbonate yeast deluxe ham water added fresh ham water salt sugar dextrose less than sodium phosphate sodium erythorbate sodium nitrite genoa salami pork salt contains or less of dextrose sugar water spice lactic acid starter culture garlic powder sodium nitrite bha bht citric acid picante provolone cheese pasteurized whole milk cheese cultures salt enzymes pepperoni pork beef salt contains or less of dextrose flavorings lactic acid starter culture oleoresin of paprika vitamin c sodium ascorbate sodium nitrite spices bha bht citric acid green leaf lettuce roasted red peppers roasted red peppers water salt citric acid cream cheese pasteurized milk and cream cheese culture salt stabilizers carob bean andor xanthan andor guar gums,haram
pork water contains or less sea salt vinegar brown sugar fresh garlic thyme mace mustard seed bay leaf onion paprika nutmeg white pepper black pepper celery powder in natural pork casing,haram
pork beef water pasteurized processed hot pepper cheese cultured milk skim milk whey jalapeno peppers red bell peppers cream sodium phosphates salt sorbic acid natural flavor enzymes powdered cellulose potassium sorbate natamycin water salt dextrose sugar spices garlic sodium erythorbate lactic acid starter culture sodium nitrite,haram
milk reduced fat milk vitamin a palmitate vitamin d pork sausage pork pork fat salt flavorings dextrose citric acid water wheat flour corn starch salt sage black pepper,haram
havarti cheese pasteurized cows milk salt starter culture microbial rennet sopressata salami pork sea salt contains less than of the following turbinado sugar natural flavoring wine garlic lactic acid starter culture kalamata olives kalamata olives pitted water wine vinegar sea salt sunflower oil lactic acid,haram
pork bacon pork water salt brown sugar sugar sodium phosphate sodium nitrite beef pasteurized processed cheddar cheese cheddar cheese cultured milk salt enzymes water cream sodium phosphates salt beta carotene color natamycin contains or less of dextrose salt spices sugar water garlic sodium erythorbate lactic acid starter culture sodium nitrite stuffed in colored beef collagen casing fdc red sprayed with potassium sorbate to preserve quality,haram
crust enriched wheat flour wheat flour ferrous sulfate niacin thiamine mononitrate riboflavin folic acid enzyme water soybean oil contains or less of each yeast vinegar sugar salt cultured whey whey dough conditioner wheat flour ascorbic acid enzymes soy lecithin processing aid sauce water tomatoes sugar salt spices onion powder xanthan gum garlic powder cheeses lowmoisture partskim mozzarella cheese cultured pasteurized partskim milk salt enzymes parmesan cheese pasteurized milk cheese cultures salt rennet romano cheese pasteurized milk cheese cultures salt rennet asiago cheese pasteurized milk cheese cultures salt rennet uncured pepperoni contains no added nitrates or nitrites except those naturally occuring in sea salt and celery juice powder pork beef sea salt contains or less of each natural flavors spices lactic acid starter culture cultured celery juice dextrose extractives of paprika cherry powder may contain celery powder cane sugar natural spice extractives oleoresin of paprika,haram
chicken mechanicallyseparated water beef pork textured soy protein soy flour caramel color soy protein concentrate onions contains less than of the following beef base roasted beef including natural beef juices salt hydrolyzed corn gluten protein hydrolyzed soy protein natural flavorings corn oil sugar potato flour caramel color black pepper bread crumbs wheat flour salt yeast canola oil corn syrup solids dehydrated garlic dehydrated onions grated pecorino romano cheese made from sheeps milk sheeps milk salt enzyme grill flavor from sunflower oil maltodextrin natural flavors parsley flakes salt sugar turmeric extract white pepper,haram
apple juice from concentrate corn syrup sugar gelatin pork modified corn starch citric acid natural flavors ascorbic acid vitamin c vegetable juice concentrate for color sodium citrate carnauba wax,haram
pork beef water sodium lactate salt dextrose spices granulated garlic sodium phosphate sodium nitrite,haram
hot soppressata pork salt paprika dextrose spices lactic acid starter culture sodium erythorbate garlic sodium nitrite low moisture mozzarella cheese cultured pasteurized milk salt microbial enzyme,haram
prosciutto pork sea salt low moisture mozzarella cheese cultured pasteurized milk salt microbial enzyme,haram
sweet soppressata pork salt dextrose spices lactic acid starter culture sodium erythorbate garlic sodium nitrite low moisture mozzarella cheese cultured pasteurized milk salt microbial enzyme,haram
pasta semolina wheat flour niacin ferrous sulfate thiamine mononitrate riboflavin folic acid water garbanzo beans chick peas water salt canola oil yellow peppers provolone cheese pasteurized milk cheese culture salt enzyme genoa salami pork sea salt turbinado sugar spice natural flavor wine lactic acid starter culture black olives ripe olives water salt ferrous sulfate pepperoni pork sea salt turbinado sugar liquid pepperoni seasoning spice natural flavor wine lactic acid starter culture honey balsamic vinegar white balsamic vinegar cane sugar honey green olives green olives water sea salt lactic acid extra virgin olive oil red pepper onion distilled vinegar maltodextrin corn syrup solids lemon juice roasted garlic puree cultured sugar pimento peppers pimento peppers water salt citric acid sugar spice sea salt potato starch,haram
pepper jack cheese cubes pasteurized milk jalapeno peppers cheese culture salt enzymes cheddar cheese cubes cheddar cheese pasteurized milk cheese culture salt enzymes annatto vegetable color potato starch and powdered cellulose to prevent caking natamycin a natural mold inhibitor pepperoni pork beef salt contains or less of water paprika dextrose spices smoke flavoring lactic acid starter culture sodium ascorbate flavoring garlic powder sodium nitrite bha bht citric acid crackers unbleached enriched flour wheat flour niacin reduced iron thiamine mononitrate vitamin b riboflavin vitamin b folic acid canola oil palm oil sugar salt leavening calcium phosphate andor baking soda high fructose corn syrup soy lecithin natural flavor,haram
apple juice from concentrate corn syrup sugar gelatin pork corn starch modified citric acid natural flavors ascorbic acid vitamin c sodium citrate spirulina extract color carnauba wax fruit and vegetable juice concentrate for color paprika oleoresin color turmeric oleoresin color,haram
apple juice from concentrate corn syrup sugar gelatin pork corn starch modified citric acid natural flavors ascorbic acid vitamin c vegetable juice concentrate for color sodium citrate carnauba wax,haram
toppings sauce water tomato paste seasoning modified food starch salt sugar spices soybean oil natural flavor soybean oil low moisture partskim mozzarella cheese pasteurized partskim milk cheese cultures salt enzymes pepperoni made with pork chicken and beef pork mechanically separated chicken beef salt spices dextrose lactic acid starter culture oleoresin of paprika sodium ascorbate flavoring sodium nitrite bha bht citric acid crust flour wheat malted barley water contains or less of soybean oil sugar yeast salt cultured wheat starch citric acid lcysteine soy lecithin processing aid,haram
toppings low moisture partskim mozzarella cheese pasteurized partskim milk cheese cultures salt enzymes sauce water tomato paste seasoning modified food starch salt sugar spices soybean oil natural flavor soybean oil cooked italian style pizza topping sausage pork mechanically separated chicken spices salt water sugar paprika flavorings sodium phosphates water textured vegetable protein soy flour soy protein concentrate caramel color crust flour wheat malted barley water contains or less of soybean oil sugar yeast salt cultured wheat starch citric acid lcysteine soy lecithin processing aid,haram
water enriched wheat flour wheat flour niacin reduced iron thiamine mononitrate riboflavin folic acid ground pork scrambled eggs whole eggs non fat milk soybean oil modified food starch salt xanthan gum citric acid butter flavor maltodextrin natural butter flavor annatto and turmeric color pepper soybean oil batter mix modified potato starch wheat flour tapioca dextrin modified corn starch salt spice garlic powder onion powder hot sauce aged cayenne peppers vinegar salt garlic powder tomato powder maltodextrin extractives of paprika leavening sodium acid pyrophosphate sodium bicarbonate sorbitol xanthan gum monterey jack cheese pasteurized milk cheese cultures salt enzymes contains less than of textured vegetable protein soy flour caramel color zinc oxide niacinamide ferrous sulfate copper gluconate vitamin a palmitate calcium pantothenate thiamine mononitrate pyridoxine hydrochloride riboflavin cyanocobalamin seasoning blend paprika spices salt dehydrated garlic vinegar powder sodium diacetate citric acid potassium citrate gluconodeltalactone fully hydrogenated vegetable oil extractives of paprika color modified food starch sodium stearoyl lactylate soy lecithin methylcellulose distilled vinegar lcysteine monohydrochloride salt,haram
pork beef water sea salt spices natural flavoring turbinado sugar and paprika,haram
apple juice from concentrate corn syrup sugar gelatin pork corn starch modified citric acid natural flavors ascorbic acid vitamin c fruit and vegetable juice concentrate for color sodium citrate carnauba wax,haram
enriched flour wheat flour malted barley flour niacin reduced iron thiamine mononitrate riboflavin folic acid water low moisture part skim mozzarella cheese cultured pasteurized part skim milk salt enzymes cooked pizza topping sausage pork mechanically separated chicken spices water salt sugar garlic powder water textured vegetable protein soy flour salt tomato paste palm oil contains or less of vegetable oil soybean andor canola oil sugar nonfat milk salt modified food starch yeast spice maltodextrin dried garlic hydrolyzed soy and corn protein paprika dried onion natural flavor wheat starch lcysteine hydrochloride ammonium sulfate soy lecithin annatto color ascorbic acid dough conditioner,haram
batter water enriched wheat flour niacin reduced iron thiamine mononitrate riboflavin folic acid sugar enriched degermed yellow corn meal degerminated yellow corn meal ferrous sulfate niacin thiamin mononitrate riboflavin and folic acid enriched corn meal enriched with niacin reduced iron thiamine mononitrate riboflavin folic acid contains or less leavening sodium acid pyrophosphate sodium bicarbonate modified wheat starch soybean oil salt sweetener honey wheat starch artificial flavor onion powder dried whole egg nonfat dry milk cooked in vegetable oil hot dog made with turkey and chicken pork added mechanically separated turkey mechanically separated chicken water corn syrup dextrose modified corn starch salt pork contains or less beef flavorings paprika potassium lactate ascorbic acid vitamin c sodium nitrite sodium diacetate,haram
water corn corn water salt onions chicken meat light cream milk cream whole milk milk vitamin d white rice roasted sweet corn andouille sausage pork potatoes sea salt sugar spices paprika garlic celery powder guajillo pepper puree guajillo chile peppers citric acid celery tomato paste tomatoes butter cream salt sea salt chicken flavor broth concentrate chicken stock natural flavor salt sugar yeast extract chicken fat corn starch rice flour sugar spices garlic,haram
spaghetti durum wheat semolina water marinara sauce crushed tomatoes tomatoes citric acid tomato puree water onions contains or less of olive oil sugar salt spices corn starch beef garlic yeast extract dehydrated parsley flavors caramel color meatballs beef water pork romano cheese made from sheeps milk pasteurized sheeps milk salt rennet fontina cheese pasteurized cows milk cheese cultures salt enzymes breadcrumbs wheat flour salt yeast seasoning blend salt dehydrated onion dehydrated garlic spice egg whites soy protein concentrate ricotta cheese whole milk vinegar salt locust bean gum parsley soy lecithin shredded parmesan cheese pasteurized cows milk cheese culture salt enzymes food starchmodified water palm oil casein disodium phosphate salt citric acid xanthan gum trisodium citrate powdered cellulose anticaking agent natamycin preservative parsley,haram
crust bleached enriched flour wheat flour niacin reduced iron thiamine mononitrate riboflavin enzyme folic acid water soybean oil premix blend glucono deltalactone salt sodium bicarbonate dough conditioner blend wheat flour yeast vital wheat gluten contains or less of enzyme ascorbic acid lcysteine soy oil cellulose gum sodium propionate preservative contains or less of soybean oil processing aid and calcium silicate processing aid sugar yeast flavored oil blend palm oil corn oil natural garlic flavor natural butter flavor and betacarotene color cheese blend shredded lowmoisture mozzarella cheese cultured pasteurized milk salt and enzymes powdered cellulose added to prevent caking seasoning blend oregano basil red pepper parsley sauce water tomatoes seasoning blend salt sugar spices dehydrated garlic dehydrated onion soybean oil processing aid pepperoni pork beef salt contains or less of spices dextrose lactic acid starter culture natural flavor paprika oleoresin sodium ascorbate sodium nitrite citric acid,haram
crust enriched flour wheat flour niacin reduced iron thiamine mononitrate riboflavin folic acid water yeast soybean oil contains or less of sugar salt gum acacia fermented wheat flour caesar dressing soybean oil water egg yolks distilled vinegar romano cheese pasteurized cows milk cheese cultures salt enzymes parmesan cheese pasteurized partskim milk cheese cultures salt enzymes sugar salt dehydrated garlic lemon juice concentrate spice xanthan gum lactic acid dehydrated onion pepperoni bha bht with citric acid added to help protect flavor pork and beef salt spices dextrose lactic acid starter culture oleoresin of paprika flavorings sodium ascorbate sodium nitrite bha bht citric acid low moisture mozzarella cheese pasteurized milk cheese cultures salt enzymes fully cooked ham strips water added smoke flavoring added pork water salt sugar sodium phosphates smoke flavoring sodium erythorbate sodium nitrite banana peppers banana peppers water vinegar salt calcium chloride firming agent of benzoate of soda preservative fdc yellow sodium bisulfite color retainer not smoked provolone cheese cultured pasteurized milk salt enzymes contains or less of grated parmesan cheese parmesan cheese pasteurized partskim milk cheese cultures salt enzymes powdered cellulose anticaking agent grated romano cheese romano cheese made from cows milk pasteurized cows milk cheese cultures salt enzymes powdered cellulose anticaking agent dehydrated garlic dried oregano dried parsley,haram
tomato pulp tomatoes citric acid sausage pork salt black pepper chili pepper fennel seeds tomato paste carrot celery barolo wine extra virgin olive oil salt rice starch sugar onion garlic paprika black pepper rosemary,haram
bacon pork cured with water salt sugar natural smoke flavoring sodium phosphate sodium erythorbate sodium nitrite seasoning blend spices including celery seed sea salt paprika dehydrated garlic sugar onion powder citric acid hydrolyzed soy protein brown sugar,haram
pork water salt sugar vinegar yeast extract citrus extract pomegranate extract spice extracts,haram
crust enriched flour wheat flour barley malt niacin reduced iron thiamine mononitrate riboflavin folic acid water contains less than of calcium propionate dextrose fumaric acid potassium sorbate salt soy lecithin vegetable oil canola andor soybean oil yeast sauce water tomato paste seasoning salt sugar onion powder spices garlic powder xanthan and guar gum potassium sorbate citric acid tricalcium phosphate soybean oil modified food starch imitation mozzarella cheese water palm oil casein mozzarella cheese milk cheese cultures salt enzymes modified food starch contains or less salt natural flavor sodium aluminum phosphate sodium phosphate lactic acid sorbic acid as a preservative beta carotene pepperoni made with pork chicken and beef pork mechanically separated chicken beef salt contains or less of spices dextrose lactic acid starter culture sodium ascorbate smoke flavoring flavoring sodium nitrite bha bht citric acid contains one or more of water garlic powder paprika oleoresin of paprika,haram
crust enriched flour wheat flour barley malt niacin reduced iron thiamine mononitrate riboflavin folic acid water contains less than of calcium propionate dextrose fumaric acid potassium sorbate salt soy lecithin vegetable oil canola andor soybean oil yeast sauce water tomato paste seasoning salt sugar onion powder spices garlic powder xanthan and guar gum potassium sorbate citric acid tricalcium phosphate soybean oil modified food starch imitation mozzarella cheese water palm oil casein mozzarella cheese milk cheese cultures salt enzymes modified food starch contains or less salt natural flavor sodium aluminum phosphate sodium phosphate lactic acid sorbic acid as a preservative beta carotene smoked ham with natural juices cured with water salt dextrose sodium phosphate sodium erythorbate sodium nitrite cooked pizza topping sausage pork mechanically separated chicken spices water salt sugar garlic powder water textured vegetable protein soy flour salt pepperoni made with pork chicken and beef pork mechanically separated chicken beef salt contains or less of spices dextrose lactic acid starter culture sodium ascorbate smoke flavoring flavoring sodium nitrite bha bht citric acid contains one or more of water garlic powder paprika oleoresin of paprika,haram
pork water orange blossom honey sugar less than of sea salt natural flavor salt cultured celery powder sodium phosphate,haram
genoa salame pork sea salt less than of dextrose spices wine natural flavoring sodium erythorbate sodium nitrate sodium nitrite starter culture parmesan cheese crisps pasteurized partskimmed milk cheese cultures sea salt enzymes,haram
pork sea salt sugar spices paprika natural flavoring natural flavor pepperoni seasoning soybean oil sunflower oil paprika oleoresin flavor coconut andor palm kernel oil smoke flavoring lactic acid starter culture collagen casing to be removed prior to eating,haram
pork sea salt sugar spices paprika natural flavoring natural flavor pepperoni seasoning soybean oil sunflower oil paprika oleoresin flavor coconut andor palm kernel oil smoke flavoring lactic acid starter culture,haram
water beef pork red beans onion corn starch tomato paste chili seasoning chili powder spices salt sugar salt smoked paprika garlic powder cumin mesquite smoke flavor,haram
vegetables green cabbage cauliflower kale red cabbage carrots dressing nonfat buttermilk whey water skim milk powder corn starch tapioca starch carrageenan locust bean gum culture canola oil sugar tomato paste nonfat sour cream cultured skim milk corn starch tapioca starch carrageenan locust bean gum water ketchup tomato concentrate distilled vinegar sugar salt dried onion spice natural flavor distilled vinegar salt egg yolk brown sugar molasses maltodextrin natural flavor paprika spices mustard flour xanthan gum modified corn starch dried garlic dried onion lemon juice concentrate lactic acid paprika and turmeric extracts color soy nuts dry roasted soybeans salt sunflower oil bacon pork water salt sugar smoke flavoring natural flavors lactic acid starter culture chia seeds corn,haram
water beef pork red beans onion corn starch tomato paste chili seasoning chili powder spices salt salt garlic powder cumin,haram
pork sea salt contains less than of the following natural flavoring natural smoke flavor turbinado sugar wine garlic celery powder lactic acid starter culture,haram
pork sea salt contains less than of the following natural flavoring turbinado sugar wine garlic paprika celery powder lactic acid starter culture,haram
fully cooked chorizo patty pork seasoning spices salt paprika sugar dried garlic natural flavor paprika extract water bistro bun enriched wheat flour wheat flour malted barley flour niacin reduced iron thiamine mononitrate riboflavin folic acid water potato flour sugar canola oil contains less than of yeast sea salt wheat gluten mold inhibitors cultured wheat starch cultured sugar vinegar sodium bicarbonate calcium sulfate sodium acid pyrophosphate monoglycerides propionic acid preservative phosphoric acid ascorbic acid enzymes monterey jack cheese pasteurized part skim milk cheese culture salt enzymes fully cooked bacon applewood smoke flavoring added smoke flavoring added cured with water salt sugar smoke flavoring sodium phosphates sodium diacetate sodium erythorbate sodium nitrite red pepper spread cream cheese pasteurized milk and cream cheese culture salt carob bean andor xanthan andor guar gums vegan spread canola oil filtered water brown rice syrup apple cider vinegar soy protein sea salt mustard flour lemon juice concentrate red bell pepper red pepper puree red pepper water sea salt citric acid filtered water red bell peppers garlic sea salt chipotle pepper powder guar gum xanthan gum,haram
prosciutto pork sea salt mozzarella cheese pasteurized part skim milk cheese cultures salt enzymes crackers enriched flour wheat flour niacin reduce iron thiamin mononitrate riboflavin folic acid expell pressed canola oil and extra virgin olive oil sea salt,haram
water beef pork corn flour onion corn starch chili seasoning chili powder spices salt green chiles tomato paste salt dehydrated red bell peppers sugar garlic powder cumin,haram
sausage pork water dextrose salt flavorings citric acid propyl gallate batter water wheat flour bleached sugar soybean oil soy flour leavening sodium acid pyrophosphate sodium bicarbonate eggs dextrose salt artificial flavor nonfat dry milk blueberry flavored nuggets dextrose sugar palm oil modified food starch contains less than of enriched bleached flour wheat flour niacin reduced iron thiamin mononitrate riboflavin folic acid maltodextrin citric acid natural flavor fdc blue lake fdc red lake soy lecithin cooked in vegetable oil contains one or more of corn oil cottonseed oil soybean oil,haram
crust enriched flour wheat flour barley malt niacin reduced iron thiamine mononitrate riboflavin folic acid water contains less than of calcium propionate dextrose fumaric acid potassium sorbate salt soy lecithin vegetable oil canola andor soybean oil yeast sauce water tomato paste seasoning sugar salt garlic spice maltodextrin soybean oil citric acid xanthan gum tomato powder tricalcium phosphate yeast extract garlic extract natural flavor parmesan cheese cultured pasteurized partskim milk salt enzymes low moisture part skim mozzarella cheese pasteurized part skim milk cheese cultures salt enzymes pepperoni made with pork chicken and beef pork mechanically separated chicken beef salt contains or less of spices dextrose lactic acid starter culture sodium ascorbate flavoring sodium nitrite bha bht citric acid contains one or more of water garlic powder paprika oleoresin of paprika smoke flavoring,haram
pancake water wheat flour vital wheat gluten sugar dextrose nonfat dry milk sodium bicarbonate whole egg monocalcium phosphate calcium acid pyrophosphate salt canola oil pork sausage pork water salt spices dextrose sugar cheddar cheese cultured milk salt enzymes annatto coloring scrambled egg whole eggs whey nonfat milk vegetable oil corn andor soybean contains or less of the following salt xanthan gum citric acid pepper natural butter flavor,haram
roasted pepper italian style pinwheel roasted red pepper lavash enriched unbleached wheat flour wheat flour malted barley flour niacin iron thiamine mononitrate riboflavin folic acid roasted red pepper puree canola oil sea salt cultured wheat oat fiber sugar wheat gluten baking powder sodium acid pyrophosphate potato starch sodium bicarbonate yeast provolone cheese pasteurized milk cheese culture salt enzymes pepperoni pork beef salt contains or less of corn syrup dextrose flavorings lactic acid starter culture oleoresin of paprika paprika sodium erythorbate sodium nitrite spices honey cured ham cured with water honey sugar salt sodium phosphate sodium erythorbate sodium nitrite roasted red pepper red sweet pepper water sea salt citric acid arugula spring mix baby lettuces red oak leaf green oak leaf red leaf lollo rosa tango red chard green chard mizuna arugula mache frisee radicchio greens may vary by season spinach sliced genoa salami pork beef salt dextrose lactic acid starter culture spices sodium ascorbate sodium nitrite garlic powder bha bht citric acid cream cheese pasteurized cultured milk and cream salt stabilizers guar gum and carob bean gum italian seasoning spices apples apples calcium ascorbate a blend of calcium and vitamins to maintain color baby carrots,haram
scallops uncured bacon no nitrates or nitrites added except those naturally occurring in cultured celery powder and sea salt pork water brown sugar less than salt vinegar cultured celery powder sea salt,haram
pork chitterlings water vinegar salt spice extractives paprika,haram
fried pork skins salt dextrose maltodextrin torula yeast paprika spices monosodium glutamate onion powder garlic powder extractives of paprika color artificial colors red lake yellow lake caramel color spice extractives,haram
meat lovers sauce beef and pepperoni sausage ground beef pepperoni pork beef salt spices sugar lactic acid starter culture extractives of paprika garlic powder spice extractives sodium nitrite bha bht citric acid seasoning spices pork stock salt yeast extract natural flavor garlic powder extractive of paprika color salt water fully cooked seasoned chicken breast strips with rib meat chicken breast with rib meat water food starch contains or less of salt carrageenan sodium citrate sunflower oil natural flavors chicken stock flavor yeast extract chicken broth powder potato maltodextrin potato starch onion powder corn maltodextrin garlic powder dextrose pea protein isolate cooked sugar tapioca maltodextrin paprika spice grill flavor paprika extractives for color sodium phosphates onions diced tomatoes in juice diced tomatoes tomato juice citric acid calcium chloride celery cabernet sauvignon cooking wine california cabernet sauvignon salt sulfites tomato paste carrots pepperoni pork beef salt spices sugar lactic acid starter culture extractives of paprika garlic powder spice extractives sodium nitrite bha bht citric acidcorn starch garlic puree garlic water beef stock beef stock water natural flavor guar gum soy lecithin cavatappi pasta cooked pasta water pasta durum wheat semolina niacin iron ferrous sulfate thiamine mononitrate riboflavin folic acid,haram
pork water parmesan cheese pasteurized cows milk cheese culture salt and enzymes sodium lactate spices salt vinegar sugar garlic powder tomato powder natural flavors oleoresin paprika bha propyl gallate citric acid,haram
wine salame pork sea salt less than of dextrose spices wine natural flavoring sodium erythorbate sodium nitrate sodium nitrite starter culture provolone cheese pasteurized milk cheese cultures salt enzymes dark chocolate almonds dark chocolate sugar chocolate liquer cocoa butter soy lecithin an emulsifier vanilla roasted almonds almonds corn oil gum arabic confectioners glaze,haram
hard cooked egg egg water citric acid sodium benzoate preservative pepperoni pork sea salt sugar spices paprika natural flavoring natural flavor pepperoni seasoning soybean oil sunflower oil paprika oleoresin flavor coconut andor palm kernel oil smoke flavoring lactic acid starter culture string cheese stick pasteurized milk cheese cultures salt enzymes salt salt sodium silicoaluminate dextrose potassium iodide black pepper,haram
pork beef organic honey water sea salt encapsulated citric acid spices cultured celery powder canola oil,haram
crust enriched wheat flour wheat flour ferrous sulfate niacin thiamine mononitrate riboflavin folic acid enzyme water beer water barley malt corn maltose yeast hops rye flour soybean oil yeast vital wheat gluten contains or less of the following honey butter pasteurized cream natural flavors vinegar oat bran salt encapsulated baking soda sodium bicarbonate palm oil hydrogenated soybean oil cultured whey whey seasoning fractionated coconut oil flavors ethylalcohol triethyl citrate and propylene glycol molasses sour flavoring corn starch wheat flour fumaric acid salt sodium silico aluminate a processing aid lactic acid acetic acid soy lecithin and canola oil dough conditioner wheat flour ascorbic acid enzymes beer cheese sauce water beer cheese seasoning whey modified corn starch beer flavor maltodextrin beer malted barley corn syrup hops yeast creamer powder coconut oil corn syrup solids sodium caseinate dipotassium phosphate mono and diglycerides salt natural flavors torula yeast sugar onion powder extractives of annatto and turmeric whole milk mozzarella cheese pasteurized milk cheese cultures salt enzymes hot italian sausage pork spices and spice extractives water salt corn syrup solids dextrose garlic paprika sodium phosphates caramel color bha bht citric acid pepperoni pork beef salt contains or less of spices dextrose lactic acid starter culture oleoresin of parika sodium nitrite bha bht citric acid may contain dehydrated garlic flavoring sodium ascorbate parmesan and romano cheese blend parmesan cheese pasteurized milk cheese cultures salt rennet romano cheese pasteurized cows milk cheese cultures salt rennet,haram
crust enriched wheat flour wheat flour ferrous sulfate niacin thiamine mononitrate riboflavin folic acid enzyme water beer water barley malt corn maltose yeast hops rye flour soybean oil yeast vital wheat gluten contains or less of the following honey butter pasteurized cream natural flavors vinegar oat bran salt encapsulated baking soda sodium bicarbonate palm oil hydrogenated soybean oil cultured whey whey seasoning fractionated coconut oil flavors ethyl alcohol triethyl citrate and propylene glycol molasses seasoning corn starch wheat flour fumaric acid salt sodium silico aluminate a processing aid lactic acid acetic acid soy lecithin and canola oil dough conditioner wheat flour ascorbic acid enzymes beer cheese sauce water beer cheese seasoning whey modified corn starch beer flavor maltodextrin beer malted barley corn syrup hops yeast creamer powder coconut oil corn syrup solids sodium caseinate dipotassium phosphate mono and diglycerides salt natural flavors torula yeast sugar onion powder extractives of annatto and turmeric whole milk mozzarella cheese pasteurized milk cheese cultures salt enzymes pepperoni pork beef salt contains or less of spices dextrose lactic acid starter culture oleoresin of parika sodium nitrite bha bht citric acid may contain dehydrated garlic flavoring sodium ascorbate diced provolone cheese pasteurized milk cheese culture salt enzymes parmesan and romano cheese blend parmesan cheese pasteurized milk cheese cultures salt rennet romano cheese pasteurized cows milk cheese cultures salt rennett,haram
pork salt contains or less of dextrose sugar spices wine lactic acid starter culture sodium nitrite garlic powder bha bht citric acid,haram
pork beef salt contains or less of dextrose natural flavors extractives of paprika lactic acid starter culture dehydrated granulated garlic sodium nitrite bha bht citric acid,haram
pork water sea salt sage black pepper organic evaporated cane sugar celery powder cultured celery powder sea salt garlic red pepper cherry powder,haram
